Ежемесячный платеж	Срок кредитной истории (лет)	Срок с последнего нарушения кредитного договора (мес,)	Количество кредитных карт	Текущий баланс кредитов	Максимальный выданный кредит	Число нарушений кредитных договоров	Кредитный рейтинг	Годовой доход	Размер кредита			Ежемесячный платеж	Срок кредитной истории (лет)	Срок с последнего нарушения кредитного договора (мес,)	Количество кредитных карт	Текущий баланс кредитов	Максимальный выданный кредит	Число нарушений кредитных договоров	Кредитный рейтинг	Годовой доход	Размер кредита
31756,98	14,8		14	265164,00	864886,00	0	745	1 245 374	66550												
10887,19	23,4		9	129789,00	198770,00	0	744	466 602	129668												
23202,80	21,5	25	10	316160,00	527494,00	0	742	1 343 794	216106												
67218,39	15,5	8	17	120726,00	170874,00	0	638	3 163 215	443960												
16472,81	11,4		10	28994,00	107910,00	0	747	1 142 622	128986												
30510,96	45,3		29	568936,00	1438360,00	0	596	3 833 820	554906												
23384,63	29		15	495216,00	864864,00	0	702	2 672 540	624250												
4489,89	19,6		8	2907,00	13222,00	0	734	456 589													
11149,20	36	74	18	257526,00	1192730,00	0	747	2 157 906													
21271,07	15		16	156997,00	646932,00	0	726	1 072 493	366014												
10826,39	15,4		12	0,00	0,00	0			334290												
10075,51	12,7		7	97280,00	255420,00	0			154594												
31434,93	29,3	3	16	275424,00	791362,00	0	690	5 139 234	661188												
14679,97	13,5		8	584155,00	1184568,00	0	713	1 518 632	501138												
23014,32	32,3		11	172691,00	333256,00	0	684	1 150 716	555170												
6885,79	28,8	29	7	27360,00	94006,00	0	744	386 118	51414												
72357,89	34,5	55	10	594738,00	760078,00	0	717	4 744 775	263714												
19189,62	11,3		8	127775,00	294734,00	0	738	1 224 873	327294												
14950,53	28,6		15	179094,00	296670,00	0	717	664 468	195096												
20261,22	14,1		6	265164,00	348898,00	0	727	907 212	212256												
27731,83	11,4	3	16	143488,00	433752,00	0	738	1 147 524													
13504,25	16,5		14	308693,00	981948,00	0	747	779 095	120274												
11115,76	16,2		9	15086,00	356466,00	0	747	1 058 642	218878												
22156,09	16,5	20	19	210463,00	476872,00	0			197032												
8492,62	17,3		8	221255,00	326766,00	0	708	492 328	186362												
6644,49	14,4		12	213731,00	966724,00	0			233508												
20074,83	13,5		13	413098,00	501380,00	0	720	1 198 501	35816												
12548,55	16,9		18	263549,00	521642,00	0	657	929 518													
55460,05	21,3	37	22	350151,00	630542,00	0	673	2 957 863	693660												
4013,18	7,4	29	6	71782,00	138292,00	0	720	217 911	48268												
36821,43	33		19	1061967,00	1779514,00	0			786940												
6147,64	9,5	37	7	123291,00	301158,00	0			142912												
8793,58	16,7		12	94943,00	488576,00	0			107360												
18567,94	12,4		7	484234,00	797588,00	0	713	972 990	317152												
19289,56	23,5	72	8	429419,00	798116,00	2	709	1 019 711	386408												
10718,66	13,8		12	103968,00	159258,00	1	699	1 225 006	152746												
11971,71	11,8	44	10	275443,00	540584,00	0	744	1 238 458	264748												
14561,98	26,9	53	23	452219,00	1407604,00	0			325248												
20980,75	17,9	34	7	527554,00	725494,00	0	710	932 482	313456												
11389,55	25,9	77	8	53656,00	119262,00	1	738	936 130	130064												
19418,95	11,3		12	212553,00	318384,00	0	696	1 676 465	43626												
10580,72	37,8		7	35017,00	737154,00	0	750	1 603 144	108174												
18250,07	21,2		20	226879,00	788898,00	0	707	1 230 345	445192												
17562,08	12,6	5	17	344014,00	543422,00	0			331562												
17751,70	19,2	23	8	76114,00	98912,00	0	708	873 031	219758												
16076,28	22,1	58	8	92169,00	268136,00	0	733	1 222 536	127952												
16349,88	15,4		6	18411,00	204996,00	0	707	1 886 510	699006												
20161,47	15,6	14	12	231914,00	568942,00	0	728	1 875 490	191092												
2795,28	29,1	37	11	81529,00	166188,00	1			66484												
10008,44	21,1		6	117401,00	142934,00	0	719	561 222	129976												
14069,12	19,4		7	629603,00	1347544,00	0	720	1 061 834	536492												
24184,15	25,5		9	844702,00	1142592,00	0	745	2 873 370													
18049,24	14	9	25	197220,00	542432,00	0	696	793 364	262460												
26717,23	33,5	22	11	635398,00	913946,00	0			270226												
11978,55	12,5	27	9	124051,00	271524,00	0	723	656 355	173712												
16571,23	18,7	50	12	353875,00	628430,00	0	667	1 506 472	453530												
10180,77	14	80	6	45068,00	109648,00	3			226512												
34876,97	14,4	28	13	222490,00	417538,00	0	692	1 860 100	538450												
20121	18,4	67	12	469015,00	767052,00	1	715	1 097 516	234102												
30357,82	28,2		11	98496,00	349844,00	1	745	1 626 305	155078												
15633,20	17	18	15	277856,00	744744,00	0	743	952 280	198484												
8638,16	8,1	37	19	146699,00	206162,00	0	711	677 502	120472												
6611,24	11	3	6	14478,00	40524,00	0			40524												
2015,90	14,2	72	8	106666,00	307208,00	0	738	933 945	207636												
17604,45	10		6	129010,00	183964,00	0	714	672 790	173118												
32556,12	17,3		12	1133122,00	1789942,00	0	736	1 888 220	109318												
17864,18	15,5	14	11	135470,00	270006,00	0	742	796 917	225060												
15878,87	9,1	54	12	8987,00	611688,00	0	747	1 686 269	394900												
16492,19	13	69	13	74252,00	109670,00	0	717	773 072	198616												
38328,13	24,5		15	871872,00	1126708,00	0			519024												
29015,85	21		10	760608,00	1242164,00	0	677	1 561 382	756932												
11883,74	15,5	33	9	164958,00	470448,00	1	730	1 398 096	399168												
2970,46	9	33	10	56905,00	134200,00	0			78430												
9391,89	13	16	12	26809,00	229900,00	0	715	704 387	429264												
17509,83	16	5	25	185231,00	841082,00	0	684	1 040 193	65692												
9725,72	32,2	8	7	18506,00	93192,00	0	714	1 205 683	306240												
29800,36	19,5	35	18	347225,00	825572,00	0	707	1 045 627	256454												
32079,60	17,5		22	573895,00	921646,00	0	717	3 055 200													
18191,55	13,5	18	15	271757,00	590370,00	0	714	1 605 158	306130												
29336	10	17	21	119966,00	583682,00	0			266860												
13612,74	12	72	8	93974,00	165616,00	1	729	742 520	171952												
27409,97	42,3		14	180405,00	412808,00	1	739	1 501 912													
12886,75	39,4	10	14	257298,00	1038092,00	0			142824												
34180,43	17,7	20	20	2682306,00	3649624,00	0	735	2 427 022	324258												
5920,21	9,4	47	3	37753,00	45034,00	0	715	563 844	108064												
2015,52	9,2		7	45410,00	383724,00	0	699	325 945	111012												
24274,21	16,4		11	378670,00	680834,00	0			522500												
15044,77	12,2	20	6	161025,00	242462,00	0	713	930 601	325512												
19490,77	12,5	78	8	112385,00	130636,00	0	719	1 264 279	67562												
30122,22	20,4	67	13	436164,00	890714,00	0			718498												
18487	18,7		7	192375,00	317306,00	0			303050												
11384,61	11,4		15	87837,00	309144,00	0	699	620 977	78430												
12947,93	25,4		8	156522,00	208318,00	1	731	1 168 215	218174												
13036,28	11,8		9	82878,00	311586,00	0			265408												
36263,21	9,9	45	15	313405,00	707388,00	0	739	1 747 620	449680												
26143,05	20,8	76	16	265772,00	575212,00	1	715	930 905	269478												
12634,81	10,3		12	183445,00	495110,00	0			310948												
28306,01	15,7	17	6	354559,00	546656,00	0	724	5 806 362	433752												
7313,10	6,8		10	142861,00	386474,00	0	690	763 116	212058												
19056,81	17	19	10	8474,00	755326,00	0	747	1 153 794	213752												
7688,92	13	14	9	99750,00	220814,00	0	744	973 275	112706												
3623,11	26,8		5	79686,00	148346,00	1	709	1 858 010													
35214,98	17,6		13	424555,00	664334,00	1	660	3 084 536	519508												
9551,30	20,9	16	9	13129,00	183040,00	0	740	1 760 597	150216												
3749,84	5,7		10	192223,00	573650,00	0	737	941 355	327008												
6441,19	17,6		7	148675,00	214654,00	1	723	518 757	214522												
10572,93	25		9	197657,00	908182,00	0	748	1 163 978	543466												
2289,12	9,5		4	47462,00	127226,00	0			118514												
9462	6,6		5	101270,00	210518,00	0			171776												
16652,74	14	39	13	132240,00	293348,00	0	703	693 861	238854												
15804,39	19,6		11	168207,00	740542,00	0	738	2 228 586													
19972,04	13,4		5	530309,00	746988,00	0	699	1 141 254	352396												
25737,02	21,1		6	889162,00	1208394,00	0	739	2 617 326	673464												
17985,40	29,1	63	9	191710,00	765468,00	0	739	1 037 609	257444												
12581,42	16,9		7	129276,00	645194,00	0	691	1 207 830	642246												
8031,11	22,5		4	38893,00	281512,00	1	736	584 079	112728												
30511,72	22,9	44	11	145635,00	201938,00	1	711	1 245 374	237930												
34,96	6,5		5	38,00	0,00	1	705	700 967	287386												
36331,80	17	49	20	445341,00	935858,00	0	676	1 123 660	545842												
34693,24	15	49	8	68989,00	272668,00	0	665	2 124 067	670758												
31384,77	17,6		13	891708,00	2335982,00	0	738	1 608 787	613668												
15648,59	9,5	73	7	75886,00	291962,00	0	683	916 009	245278												
22440,52	31	22	20	478154,00	1006654,00	0	719	1 108 175	398222												
19174,42	31,7	18	8	468806,00	714252,00	0	746	1 892 210	153362												
1874,35	4,9		4	73131,00	193336,00	0	718	556 719	85954												
11868,54	16		4	1995,00	289564,00	0	733	1 095 559	308858												
16963,20	15,9		12	328301,00	576818,00	0			348524												
8092,48	10,6		8	87115,00	478082,00	0	697	2 522 364	718916												
16457,80	16,7	48	14	72542,00	240680,00	0			278740												
10387,49	16		6	161044,00	966196,00	0			346522												
24305,94	20,4	50	23	160265,00	751322,00	0	747	2 160 528	261052												
19703,38	17,4	12	10	479902,00	765402,00	0			173338												
13568,66	14,2	47	6	47500,00	56298,00	0	703	1 215 126	138534												
9094,92	10		10	83125,00	190234,00	0			44726												
12201,99	30	12	22	407968,00	1769240,00	0	747	1 877 219	217470												
34859,11	19,4		20	413060,00	534402,00	0	734	2 225 052	644094												
31585,22	27	2	27	227373,00	2289430,00	0	696	2 461 184	244420												
18704,55	14,4		24	137731,00	239470,00	0	733	1 127 916	189376												
23688,63	6	17	13	83600,00	509498,00	1	672	1 692 045	108856												
10820,69	15,4	9	11	251674,00	419298,00	0	731	552 539	216194												
25382,29	17,5	25	15	344147,00	591228,00	0	689	2 072 026													
3936,80	9,1	16	5	43833,00	111782,00	0	681	807 576	107492												
6419,34	14,5		16	361779,00	856680,00	0	716	1 121 285	455532												
16028,40	16,1		13	347928,00	540012,00	0	719	1 007 019	204600												
32513,94	24	31	20	856330,00	1404436,00	0	676	2 042 766													
13835,04	21,9		26	674785,00	1676642,00	0	747	1 238 952	505912												
14277,17	19,9		18	456057,00	1239568,00	0	742	896 990													
14294,27	22,6		9	137446,00	254232,00	1	720	2 003 854													
38843,22	22,6	5	17	634847,00	1904386,00	0	726	1 465 774													
7828	9,7		12	219355,00	310508,00	0	730	479 275	172040												
10948,94	9,6	37	12	379392,00	536382,00	0	731	1 688 796													
30017,91	17,5	45	12	162070,00	461098,00	0	745	1 435 127													
15925,23	7,4		6	40622,00	199276,00	2	651	3 244 535													
43383,84	25,7	30	10	265354,00	618200,00	1	614	1 637 135	780560												
20717,79	15,6		9	301169,00	345620,00	0	720	869 288	441452												
9454,97	24,4		16	526870,00	1289772,00	1	745	1 841 879	111078												
10995,30	7,8		8	354692,00	613910,00	0	728	916 275	444840												
4446	39,6	34	12	86070,00	324676,00	0	747	827 127	178178												
18858,07	9,9		7	356307,00	541420,00	0	681	890 929	371272												
24229,94	12,3	17	15	308047,00	457886,00	0	693	1 404 632	432168												
16454,57	23,3		5	169195,00	201542,00	0	730	870 219	268708												
44228,20	17,3		17	632263,00	1247180,00	0	713	2 239 416													
8809,54	11		11	179949,00	304612,00	0	707	783 085	215886												
16398,90	17,4		10	429229,00	1453254,00	0	708	1 780 870	544940												
19164,35	25,9	36	12	503538,00	1154560,00	0	747	2 071 817													
39956,43	28,1		17	2191726,00	2589576,00	0	681	2 433 900	789096												
25768,37	22,5		24	616113,00	1017698,00	0	704	1 458 592	444444												
27453,48	38,8	39	11	732754,00	968550,00	0	668	1 780 775	536976												
14379,77	8,5		7	100852,00	269698,00	0	721	2 022 930	223080												
7957,77	19,1		3	123120,00	145464,00	0	679	918 194	329780												
43246,28	13		13	191691,00	932624,00	0	726	5 306 301	451154												
23925,56	20,2		9	284430,00	411158,00	0	711	1 708 974													
10366,40	16,2		5	63764,00	101112,00	0	724	1 320 557	116930												
11981,78	26,1		6	45239,00	131274,00	1	719	835 943	167772												
15089,42	30,9	30	18	120498,00	375056,00	0	748	1 168 215	392722												
6224,59	15		7	161500,00	229724,00	0			178486												
7288,59	11,9		19	196213,00	584078,00	0	737	741 228	120164												
4996,81	9,7		7	122227,00	202202,00	0	654	525 996	217514												
14126,69	17,5	36	9	86583,00	169356,00	1	707	2 467 530	234058												
5668,08	13		7	156370,00	203214,00	0	724	1 156 758	223234												
13854,61	19,2	50	13	487407,00	990132,00	0	703	823 042	428846												
5055,33	23,1	13	15	243333,00	759418,00	0			67562												
15582,47	24,5	66	16	641307,00	1847208,00	0			583352												
6938,04	14,9		8	190817,00	265562,00	0	709	846 108	348348												
7503,86	23,8		8	57874,00	183590,00	1	701	1 228 464	43758												
18020,55	16		3	117762,00	592856,00	0	725	2 621 164	411730												
22921,79	14,5		9	255341,00	658482,00	0			776710												
8291,22	11		11	220115,00	407154,00	0	665	595 783	215578												
4753,99	16,4	31	8	58881,00	112310,00	0	706	846 431	198308												
11670,75	21,5		9	211204,00	445456,00	0			272866												
21713,01	22,1	31	15	387714,00	811800,00	0	739	1 029 857	292490												
53902,24	29,7	28	11	141037,00	265100,00	1	684	3 368 890	668712												
1797,97	13	51	4	42370,00	225038,00	1	744	1 239 940	220880												
12280,46	9,6		6	31160,00	70620,00	0	736	969 513	110286												
7925,28	14,9	15	5	160569,00	701580,00	0	708	1 124 154	249480												
20295,61	19,3		14	256348,00	463804,00	1	735	1 058 908	334400												
12934,25	14,5		7	207138,00	329890,00	0	747	749 816	325578												
25891,11	16,7	2	13	178334,00	357258,00	1	701	1 150 716	111034												
15469,04	17,1	7	10	235505,00	529474,00	0	746	810 616	420684												
10688,83	18,5	24	9	243428,00	319220,00	1	692	1 060 048	267806												
24073,95	22,5		14	434606,00	944130,00	0	722	972 686	346544												
18310,49	13,3		6	31445,00	246026,00	0	724	697 547	24684												
7589,74	14,5		9	113316,00	390522,00	0	733	529 511	207680												
3407,46	13,9		5	107293,00	255090,00	0	742	765 700	110836												
18297,57	24,7		5	712994,00	1120196,00	0	744	1 557 240	676170												
6885,60	30	41	12	21565,00	402930,00	0	686	2 972 189	548790												
17948,35	16,1	32	19	109896,00	130768,00	0	716	1 223 771	185306												
33315,17	14,5		13	190152,00	410036,00	0	743	1 265 134													
24835,09	11,3	71	11	234745,00	313874,00	0			173624												
11249,52	17,9		19	451136,00	1949112,00	0			534556												
57414,77	10		12	811243,00	1369302,00	0	734	2 044 438	729542												
16331,83	6,9		5	272403,00	830060,00	0			287034												
35325,56	30,3	22	29	570912,00	2592348,00	0	668	3 391 253	560956												
29373,24	10,7		12	561830,00	1115840,00	0	715	1 719 405	782936												
3265,53	20,1	22	15	112575,00	413798,00	0	730	857 489													
2502,87	15,5		7	114133,00	211442,00	0	725	1 358 994	215798												
14511,82	31		10	262789,00	652982,00	0			150788												
5646,23	18,9		10	182058,00	932734,00	0	738	1 341 704													
16937,74	14,7		7	261402,00	441232,00	0	746	1 652 468	270116												
18255,20	20,6		10	409051,00	923252,00	0	749	1 068 598													
9437,49	6,7		6	155268,00	256828,00	0			177144												
20686,44	16,4		12	505343,00	645854,00	0	706	1 273 000	585266												
13137,36	9,5		8	183198,00	564168,00	0	744	916 560	265320												
17317,55	25,6	27	9	205409,00	417274,00	0			75394												
18114,41	18,7	18	10	154508,00	378202,00	0	714	2 090 114	432168												
21133,70	28,2		15	109459,00	551034,00	1	695	896 135	324258												
19166,06	12,7		8	356307,00	574596,00	0	728	1 828 237	434236												
22362,24	27,5	24	15	306736,00	369578,00	0	670	903 526	457402												
4366,01	17,7		10	229007,00	1012132,00	0			118030												
25319,59	13,5		6	269211,00	551694,00	0	737	1 534 516	335258												
23172,02	17,8	9	19	19076,00	133122,00	1			128678												
18040,50	13,2	11	6	79097,00	178178,00	0			167002												
52501,56	38		23	1762725,00	3836580,00	0	701	2 715 594	786104												
33055,82	13,5	44	18	261801,00	495330,00	1	716	1 458 345													
20317,46	15,1		5	125191,00	151470,00	0	609	840 731	291500												
20213,72	14	24	5	21679,00	374528,00	0	746	3 058 829													
12255,38	14,8	66	6	23484,00	72908,00	0			39776												
12381,35	13,4		10	122227,00	375408,00	1	718	853 898													
18215,30	19,9		6	775637,00	1228612,00	0	718	1 643 481	194722												
18027,77	15,6	71	16	301169,00	385308,00	0	699	944 680	328152												
10894,98	17,1		9	415226,00	654126,00	0			197516												
8850,96	16,5		7	31673,00	188012,00	1	696	406 942	29172												
9712,80	17,7		9	43757,00	888910,00	0	702	1 238 610													
38795,72	14,9		16	512202,00	1068584,00	1	678	2 351 250	229790												
21805,35	29	40	13	281371,00	624140,00	0			162580												
15465,43	19,1		8	249375,00	301400,00	0	733	971 660													
8120,03	14,4		16	361570,00	1162942,00	0			773696												
11671,51	9,5		5	202388,00	374946,00	0	737	823 878													
25311,42	16	27	15	306432,00	438064,00	0			240966												
17049,46	23,6		8	109877,00	1479500,00	0	750	1 690 848	609092												
18532,98	21,3	65	6	31312,00	258918,00	1	723	1 152 312	166232												
1359,83	11,1	41	4	47823,00	146124,00	0	706	562 685													
28120	17,5		8	195700,00	279400,00	0	603	1 302 849	670538												
19934,04	14,9	9	32	106818,00	479446,00	0	742	1 139 088													
3091,87	16		2	33535,00	43186,00	0			215798												
18622,28	11	35	11	173242,00	310024,00	0	741	1 607 666	206602												
18375,28	12,9		14	97337,00	473572,00	0			335720												
6295,84	15,7		13	151506,00	504064,00	1	720	1 977 748													
17908,07	22	41	7	93879,00	216128,00	0	738	1 678 878													
23867,23	27,1	19	18	170962,00	423896,00	1	724	1 068 674	301620												
28031,27	14,5		16	34713,00	638066,00	0			258500												
26472,51	16,5		16	224922,00	341770,00	0	714	1 062 442	283052												
23643,79	16,2		8	306888,00	440330,00	1	647	1 807 166	607926												
16083,88	16,8		6	381976,00	446292,00	0	693	2 118 633	446028												
6547,97	15,8	70	12	380114,00	1202542,00	0	749	1 626 799	531850												
24123,35	13,9		21	263663,00	377828,00	0			355454												
21146,43	19,8	10	14	479845,00	736890,00	0	693	1 070 707	492536												
12406,43	8,7		10	155078,00	292930,00	0			140096												
4804,53	17,4		4	131404,00	242660,00	0	692	668 059	107448												
14099,33	10,5	80	7	104329,00	408078,00	0	741	758 708	184492												
27394,01	16		12	232579,00	1235366,00	0	749	1 536 112	483010												
38903,07	25,9	65	13	591432,00	825088,00	0			132374												
10381,60	21	40	12	314811,00	538428,00	0			105842												
25318,26	13,9		7	458793,00	578688,00	0	722	1 315 237	267586												
10577,49	8,4		4	186181,00	564344,00	0	696	671 593	342144												
11702,86	15,3		12	206207,00	414546,00	1	667	988 969	475332												
26081,30	20,9		13	344831,00	413314,00	0	745	1 267 110	384648												
11385,56	9,8	65	6	85424,00	182842,00	0	682	578 930	206074												
31023,58	15,4	67	19	80408,00	151140,00	3	713	1 156 150	248952												
27778,95	25,2		7	603022,00	778404,00	0	722	2 898 659	540628												
11048,31	14,8	42	10	120422,00	188958,00	1	733	724 470	322652												
8246,95	16,5	16	14	285171,00	530860,00	0	735	2 233 944	193996												
5313,73	11,4		3	120498,00	356840,00	0	746	305 102	87648												
22999,69	20,1		15	477983,00	769758,00	0	731	1 541 888	781088												
20947,12	20,5	19	9	585884,00	784278,00	0	715	2 148 425	621918												
25109,26	16,9	8	15	554230,00	1356740,00	0			431948												
16742,42	18,4	7	21	495672,00	2539526,00	0			448734												
12721,64	18,6	21	4	58558,00	200024,00	0			319374												
14482,37	25		13	259730,00	1432090,00	0	751	700 758													
17243,45	16,5	61	9	33364,00	58014,00	1	699	1 831 182	133914												
20066,66	17,9	6	17	457900,00	1109218,00	0	719	1 408 185	286968												
34006,58	18,1		19	474430,00	682396,00	0	712	1 906 916	568392												
48618,34	30,2		13	1265723,00	1787280,00	0			756602												
10258,67	16,2		12	120194,00	529166,00	0	671	932 615	431948												
28344,77	25,9	78	9	277134,00	438372,00	0	747	1 223 524	479490												
19462,46	13,3		7	286729,00	529518,00	0	713	2 597 870													
14977,51	17,8		7	423852,00	683518,00	0	706	983 744													
11014,30	5	37	5	63935,00	157872,00	0			117876												
8204,39	25,9		9	283708,00	585574,00	0	745	1 512 305	352418												
21027,11	14,7	18	12	271548,00	335566,00	0	718	1 335 054	408540												
25750,32	10,1	28	17	130302,00	369798,00	0	692	1 152 996	300388												
19627,57	14,1	79	14	290776,00	1058750,00	0	749	1 226 735	327800												
21153,08	38,5		16	635968,00	1207206,00	0	727	1 467 256													
3127,21	11	47	5	68153,00	96580,00	0	652	1 008 748	188672												
24642,62	23,4		13	141094,00	214698,00	0			546876												
15165,23	10,6	48	11	106571,00	333498,00	0	725	1 263 785	225126												
12536,01	18,7	26	11	341411,00	945758,00	0	658	1 030 370	450208												
20133,16	20,6	78	12	94278,00	983378,00	1	731	1 589 464	328658												
6221,93	13,2	26	7	111131,00	199474,00	0			171622												
28946,50	10,2		13	579025,00	687632,00	0	712	1 335 985	399630												
10514,79	19,3		8	242991,00	318296,00	0	714	788 614	365178												
45129,56	12,1		22	149264,00	297990,00	0			351296												
12721,07	13,9		6	27322,00	158202,00	1	720	468 255	86218												
13225,52	9,4		14	91371,00	542564,00	1	639	1 211 497	460284												
16403,65	26,1		30	637165,00	1901482,00	0	714	4 100 941	618398												
21371,96	9		10	244188,00	525536,00	0	694	741 228													
6208,63	14		5	277647,00	344960,00	0	702	677 312	179256												
10730,06	7,4		7	91295,00	132308,00	0	692	761 900	132330												
4362,59	15,9	72	9	121220,00	293040,00	1			69982												
19915,80	15,1		23	333431,00	547624,00	0	711	971 508	324500												
20377,50	22,7		16	356193,00	1422190,00	0	739	1 852 500	643500												
24208,85	9,5		11	248995,00	553366,00	0			756140												
20737,74	25,5		11	289180,00	558052,00	0	742	800 166	172370												
28013,60	16,8		10	186561,00	544126,00	0			671616												
10339,04	16	21	14	718694,00	1524138,00	0	728	756 504	262790												
11193,28	14		7	203984,00	628188,00	0	744	1 232 283													
18388,58	9,1	43	8	68780,00	143770,00	0	649	2 062 260	292952												
18249,69	19,8	15	8	367802,00	835076,00	0	698	1 520 817	380050												
17126,98	23,4	7	9	175864,00	557898,00	0	729	2 319 672	360998												
29026,87	19,7	43	10	130853,00	470514,00	0	739	3 737 395	768856												
30159,84	8		13	287736,00	808676,00	0	684	1 239 446													
15730,86	11		15	262637,00	1055912,00	0	724	822 890	354530												
7020,69	16,9		8	232617,00	406252,00	1	676	1 282 310	218350												
13927	28,6		13	368353,00	478676,00	0	703	844 056													
12259,18	11,5		5	67735,00	122540,00	0	749	1 337 353	112904												
10126,81	30,2		5	197752,00	429616,00	0	743	920 626													
24732,49	28	44	19	334267,00	716760,00	0	743	1 216 361	244310												
7349,01	13	38	6	164483,00	278454,00	0	704	286 330	118184												
2744,74	20,7	14	6	64125,00	160380,00	1	740	1 871 310	68244												
33020,86	19,1		16	178600,00	408672,00	1			319572												
11653,84	29	65	9	412680,00	651882,00	0	723	1 013 384	422092												
7031,90	16,7		8	95,00	112222,00	1			67320												
3785,37	15,4		11	38019,00	285912,00	0	751	6 489 070	343486												
26074,27	14,9	25	12	94411,00	153098,00	0	717	1 022 523	132814												
12798,59	12,4	31	12	93138,00	194326,00	0	716	867 711	218416												
7691,01	18	29	6	343748,00	510928,00	0	720	980 780	436788												
7990,83	11,6		6	238925,00	366894,00	0	738	792 490													
6269,24	33,5		19	92625,00	957638,00	0	749	1 326 808	43890												
13949,61	21,4	19	11	112176,00	195294,00	0	710	875 026	173646												
18314,48	18	14	17	287527,00	545776,00	0	737	1 703 673	438372												
1668,39	6,4		5	52839,00	179982,00	0	647	582 027	44924												
15448,90	27,2	34	12	193325,00	328724,00	0	741	835 088	257840												
26778,41	32,5	13	11	131879,00	445192,00	1			757152												
44290,71	24,5	39	16	392502,00	598774,00	0	735	2 068 055	522456												
16276,73	19,2		10	334704,00	1203598,00	0	746	1 050 111	337766												
28338,88	18,8	18	12	596258,00	838882,00	0			440836												
22084,08	13,4		12	292429,00	538340,00	0	721	3 358 782	324104												
5421,08	24,5		7	180481,00	257048,00	0	718	361 399	116138												
27233,84	26,6		12	427177,00	635778,00	0	685	1 835 989	558866												
13646,37	17,9	66	7	141037,00	174460,00	1	721	1 043 024	529496												
6106,98	15,2		11	92416,00	321332,00	1	645	482 125	189244												
26538,44	21,8		8	690042,00	861916,00	0	737	1 098 143	131538												
24384,98	12,6		11	87970,00	499290,00	0	738	1 576 620													
9819,20	9		23	145578,00	581218,00	0	730	563 787	239360												
17281,45	27,1	16	5	272137,00	361350,00	0	715	1 120 962	519178												
16964,91	22,5		12	184186,00	318296,00	1	725	694 811	187726												
22507,21	22,4	38	13	43738,00	267960,00	0	724	941 070	78452												
23172,78	19,7	33	11	79192,00	203302,00	1	710	1 029 895	427328												
7138,49	12,5	33	12	197809,00	235862,00	0	689	228 437	105798												
27653,55	15,2	4	9	333621,00	568106,00	0	724	1 693 071	326744												
12111,36	16,6	80	4	102106,00	131516,00	0			43824												
9111,83	24,1		6	502170,00	1321518,00	0	739	2 321 496	336006												
8028,45	8	20	5	124203,00	191246,00	0	736	776 948	213664												
3508,73	7		6	69597,00	125906,00	0	725	280 706	64460												
3504,55	9,8		4	102866,00	255618,00	0	714	556 263													
6487,17	16,2	38	6	24890,00	48444,00	0			76670												
12352,66	8,2		9	50996,00	164934,00	0	701	655 899	200706												
26150,65	20		8	982566,00	1182654,00	0	691	1 262 797	208582												
8615,93	10,7		10	119738,00	298804,00	0	735	1 114 122	137610												
22737,49	15,7	13	10	65683,00	140844,00	1	655	1 499 176	206690												
9442,43	11,2		6	98629,00	189090,00	0	743	518 111													
27360,19	14,6		10	2114738,00	2817760,00	0	687	1 556 024	540518												
9439,96	15,2	48	8	100111,00	287650,00	2	703	1 058 699	347688												
26965,75	8,3	30	10	86298,00	167926,00	0			134464												
13090,62	12,5	18	13	68989,00	108526,00	0	722	908 010	211508												
3763,52	13,5	12	5	149055,00	221540,00	0	739	816 677	175934												
13491,71	25,8	41	11	48013,00	96866,00	0	721	1 750 280	396506												
50414,03	15,4		10	455031,00	1039214,00	0	694	1 996 596	770616												
11868,16	9,9		7	236531,00	377740,00	0	699	671 783	143352												
8887,44	11,3	28	6	111169,00	242880,00	1	680	795 910	242748												
5686,70	18,2		7	36347,00	243298,00	0	741	1 107 776	65230												
11959,36	27,5		9	397119,00	594858,00	0	719	658 312	265716												
6993,52	30,5		10	261934,00	421256,00	2	680	870 561													
4285,45	7,1		6	75544,00	403062,00	0	725	2 316 480	387244												
28972,34	18,5	3	15	239020,00	685014,00	0			304678												
72600,71	11,9	69	29	957752,00	2128522,00	0	716	3 614 978	751300												
31694,28	15,5	74	11	497344,00	1225268,00	0	733	1 503 280													
9003,91	10,7		11	261155,00	316316,00	0	674	1 074 013	334158												
10135,36	9,3		10	231686,00	379984,00	0			213378												
8736,01	18,6		13	188480,00	808258,00	0			314688												
13510,14	23,4	16	5	423282,00	527010,00	0	710	1 166 334	191686												
16919,12	28,9	69	12	607886,00	889834,00	0	737	898 358													
15112,98	8,5		10	292220,00	716870,00	0	672	1 277 161	323840												
19247,19	12		12	288895,00	427218,00	0	719	715 065	348612												
9416,02	12,7	14	21	147079,00	743666,00	0	730	758 328													
15002,21	34,2	11	10	350854,00	766502,00	0	711	994 612	265760												
22034,87	11,9	6	10	82346,00	226996,00	0	728	1 786 608	106766												
6056,63	15,1	8	8	75962,00	158180,00	0	718	778 145	109890												
4368,67	14,9		8	155306,00	222816,00	0			356444												
20940,28	14,7	27	13	111150,00	262130,00	0	719	1 131 906	221716												
14971,05	26	15	9	428906,00	1232308,00	0	685	1 102 171	510488												
6726	25,8		22	185117,00	570064,00	1	716	1 140 000	352000												
10186,85	27,2		9	160854,00	763290,00	1	740	1 072 303	74272												
27693,45	20,3		5	439584,00	643478,00	0	740	1 305 262													
